year,age,sex,race,indicator,value,lower,upper,unit,source,category,subcategory,description
2000,Ages 65 years and older,Overall,Black (Non-Hispanic),All Stroke,485.2,406.5,583.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 35-64 years,Women,Overall,Heart Failure,9.8,7.5,13.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2000,Ages 65 years and older,Overall,Hispanic,All Stroke,408.3,323,505.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 35-64 years,Women,Overall,All Stroke,22.5,18.8,28.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 65 years and older,Overall,Black (Non-Hispanic),Cardiovascular Disease (cvd),2650.9,2374.6,2919,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 35-64 years,Men,Overall,All Heart Disease,226.1,202.6,250,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 65 years and older,Overall,Overall,Heart Failure,452.9,407,495.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2000,Ages 35-64 years,Overall,Asian/Pacific Islander,Coronary Heart Disease (chd),39.1,29.1,51.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 65 years and older,Overall,Black (Non-Hispanic),All Heart Disease,2069.5,1837.5,2338,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 65 years and older,Overall,Overall,Cardiovascular Disease (cvd),2313.7,2176.6,2437.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 35-64 years,Overall,Overall,All Stroke,27,22.4,31.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 35-64 years,Overall,White,All Stroke,22.7,17.8,28.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 65 years and older,Overall,White,Cardiovascular Disease (cvd),2294,2144.9,2427.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 65 years and older,Overall,Overall,Coronary Heart Disease (chd),1345.5,1245.1,1438.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 35-64 years,Overall,Asian/Pacific Islander,All Stroke,16.4,12.8,21.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2000,Ages 65 years and older,Overall,White,Heart Failure,455.3,403,500.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2000,Ages 35-64 years,Overall,Overall,All Heart Disease,158.2,142.2,177.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Hispanic,Heart Failure,10.8,8.1,14.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Hispanic,All Heart Disease,96.4,80.9,116.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Hispanic,Cardiovascular Disease (cvd),120.5,101.4,149.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Hispanic,Coronary Heart Disease (chd),68.5,50.2,88,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Hispanic,All Stroke,21.7,16.5,27.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Overall,All Heart Disease,147.2,130.1,164.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,White,Heart Failure,456.5,416.1,511.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 65 years and older,Overall,White,Cardiovascular Disease (cvd),2197.4,2071.5,2321.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Overall,All Stroke,26.1,22.3,30.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,White,Coronary Heart Disease (chd),1201.3,1109.1,1320.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,White,All Stroke,460.6,413.1,507.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,White,All Heart Disease,1572.3,1468.8,1685.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Overall,Coronary Heart Disease (chd),114.7,102.9,127.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Hispanic,Heart Failure,388.7,292.1,495.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Overall,Cardiovascular Disease (cvd),182.3,169.1,196.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Hispanic,Cardiovascular Disease (cvd),1751.8,1490.7,2073.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Overall,Heart Failure,14.5,12.2,17.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Hispanic,Coronary Heart Disease (chd),915.2,726.4,1098.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Hispanic,All Stroke,437,339.6,540.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Women,Overall,All Heart Disease,90.2,76.5,101,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Hispanic,All Heart Disease,1221,1027.6,1388.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Black (Non-Hispanic),Heart Failure,488.2,407.2,601.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Black (Non-Hispanic),Cardiovascular Disease (cvd),2680.9,2394,3012.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Women,Overall,All Stroke,22,18.1,26.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Black (Non-Hispanic),Coronary Heart Disease (chd),1362.3,1178.3,1580.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Women,Overall,Coronary Heart Disease (chd),58.7,48.1,71.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Black (Non-Hispanic),All Stroke,512.4,430.2,615.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Black (Non-Hispanic),All Heart Disease,1932.4,1677.5,2156.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Women,Overall,Cardiovascular Disease (cvd),114.5,101.7,131.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Women,Overall,Heart Failure,9.8,7.2,13.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 35-64 years,Men,Overall,All Heart Disease,206.3,181.7,226.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Men,Overall,All Stroke,29.8,23.8,36.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Men,Overall,Heart Failure,517.9,457.5,586.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 65 years and older,Men,Overall,Cardiovascular Disease (cvd),2570.9,2427.2,2739.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Men,Overall,Coronary Heart Disease (chd),169.2,147.3,190.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Men,Overall,Coronary Heart Disease (chd),1507.4,1373.5,1645.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Men,Overall,All Stroke,460.6,402.9,535.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Men,Overall,Cardiovascular Disease (cvd),255,230.1,284.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Men,Overall,All Heart Disease,1955.5,1821.6,2109.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Women,Overall,Heart Failure,418.8,374.2,467.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 35-64 years,Men,Overall,Heart Failure,18.4,14.6,23.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 65 years and older,Women,Overall,Cardiovascular Disease (cvd),1961.3,1829.3,2100.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Women,Overall,Coronary Heart Disease (chd),990,898.1,1088.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Asian/Pacific Islander,All Heart Disease,44.4,36.4,54.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Women,Overall,All Stroke,463.3,412.3,525.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Women,Overall,All Heart Disease,1366.2,1265.4,1457.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Asian/Pacific Islander,All Stroke,20,15.2,26.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Overall,Heart Failure,457.5,424.4,512,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Overall,Cardiovascular Disease (cvd),2229.4,2109.2,2353.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Asian/Pacific Islander,Coronary Heart Disease (chd),38.2,26.6,48.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Overall,Coronary Heart Disease (chd),1205.4,1127.9,1315.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Asian/Pacific Islander,Cardiovascular Disease (cvd),69.1,49.9,95,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Overall,All Stroke,466.4,425.5,509,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 65 years and older,Overall,Overall,All Heart Disease,1566.2,1486.9,1667.1,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Asian/Pacific Islander,Heart Failure,4.9,3.3,6.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Black (Non-Hispanic),All Heart Disease,263.7,226.8,298.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Black (Non-Hispanic),All Stroke,53.7,39.1,68,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Black (Non-Hispanic),Coronary Heart Disease (chd),199.2,165.4,250.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,White,Heart Failure,12.3,9.6,15.7,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Black (Non-Hispanic),Cardiovascular Disease (cvd),341.9,291.5,401.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,White,Cardiovascular Disease (cvd),164.4,150.1,183,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,White,Coronary Heart Disease (chd),107,95.5,122.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,Black (Non-Hispanic),Heart Failure,30.4,21.5,42,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2001,Ages 35-64 years,Overall,White,All Stroke,22,17.9,26.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2001,Ages 35-64 years,Overall,White,All Heart Disease,134,115.3,148.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2002,Ages 65 years and older,Men,Overall,Heart Failure,515.4,455.7,582.3,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2002,Ages 35-64 years,Women,Overall,Cardiovascular Disease (cvd),117.5,104.1,131.8,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2002,Ages 65 years and older,Overall,Overall,Cardiovascular Disease (cvd),2167.4,2042.1,2271.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2002,Ages 35-64 years,Overall,Hispanic,Coronary Heart Disease (chd),74.5,53.1,91.5,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2002,Ages 35-64 years,Overall,Asian/Pacific Islander,Cardiovascular Disease (cvd),64.4,47.3,88,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2002,Ages 65 years and older,Overall,White,Heart Failure,465.7,416.7,518,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2002,Ages 65 years and older,Overall,Overall,Coronary Heart Disease (chd),1192,1102.1,1275.9,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2002,Ages 35-64 years,Overall,Hispanic,Heart Failure,10.2,7.3,14.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2002,Ages 35-64 years,Overall,Overall,Heart Failure,14.3,12.2,18.2,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Diseases and Lifestyle Conditions,No Subcategory,No Description
2002,Ages 35-64 years,Men,Overall,Coronary Heart Disease (chd),164.1,142.3,189.4,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
2002,Ages 35-64 years,Overall,Overall,All Heart Disease,143.7,130.4,159.6,"Age-Standardized, Spatiotemporally Smoothed Rate, per 100,000",HDSM,Mortality,No Subcategory,No Description
